,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,adv topic7,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,dadv topic7,dadv topic8,average_salary,total_sale,turn_over_rate
14,하나은행,0.5328796139814741,0.10890970823477669,0.013131887082994615,0.0032540769692732878,0.003723073932825883,0.004846950035400449,0.00582999508137877,0.03090212501363562,6.450851050887069e-307,4.857253641703011e-307,1.0,4.90890397526589e-307,4.697769973511695e-307,1.1153312585794216e-307,8.235960887511693e-308,8.064936190708477e-308,1.7355131437007215e-307,11856.0,29200.0,0.1
15,삼성화재해상보험,0.6274060778190041,0.10248195237346248,0.01591661819639162,0.004169911943663616,0.004694786249932414,0.006033620401673976,0.007007556947159838,0.01698051052479116,0.559832101418219,0.08880159892516205,0.017911142048238737,0.016933427954500455,0.014279345002469085,0.006340141978979224,0.005707362793139906,0.005800768115677901,0.006867855438866728,13656.0,22600.0,0.08
16,웰컴저축은행,1.0,4.731250702447194e-307,7.322552817226604e-308,1.9307402970985526e-308,2.1616736635136385e-308,2.73639511615394e-308,3.140067996815815e-308,8.988357331258926e-308,0.8591055648229566,0.030179859819497376,0.009492344665714397,0.009069738497222337,0.008451910747204893,0.003940976314222069,0.003717577757085771,0.003754883585403503,0.00411346966592605,5645.0,3957.1,0.26
17,메리츠화재해상보험,7.304471615945694e-307,1.0,2.520086089611689e-307,4.1934259178566114e-308,5.972960067766884e-308,1.3250445764410836e-307,2.24498793075103e-307,3.5491642389835974e-308,0.8862850623391371,0.04797682212937446,0.01460031950609633,0.014216525563077903,0.012940012759707797,0.006096570752584412,0.00572348536466943,0.005804460541323725,0.006356741044029003,8562.0,10100.0,0.25
18,교보생명보험,0.6842979117945139,0.10588319279521849,0.012310919888330555,0.003028141078471462,0.003473184807777074,0.004540513970058495,0.005481272062914059,0.026709499898252678,4.508649333384432e-307,2.1920630507523142e-307,1.5473420286160495e-307,3.2890480833717947e-307,2.5116802273742646e-307,1.0,2.8627218023320307e-307,3.5120070479655452e-307,2.443749426460756e-307,10001.0,13000.0,0.08
19,롯데카드,0.46199565039826473,0.06129523197245179,0.010177686000758194,0.0027028305079163516,0.0030213376113542535,0.0038157029749559175,0.004376279848286893,0.010938361920191486,0.8249441272626441,0.06189375250976899,0.01832842243307998,0.01806316744242991,0.01617064033743255,0.0076581585021555385,0.007159513797369634,0.007280411100968557,0.007986633677229994,8325.0,1500.0,0.16
20,한국투자증권,0.14666923956064273,0.18356256649694835,0.1244066034649917,0.013274820124718277,0.02170004936963592,0.07729551918357588,0.09303844088438146,0.007189778385485482,0.35948456028771836,0.1148300207254428,0.018119658602025794,0.018032914139564288,0.014257504286015825,0.006404192271232868,0.005687225686516463,0.005813059344138358,0.006964934816893011,16010.0,9900.0,0.15
21,한국산업은행,1.0,4.667577119977402e-307,7.486286182829781e-308,1.919175984237516e-308,2.172515888245716e-308,2.7661162180659175e-308,3.288894552352523e-308,1.1617996260564157e-307,0.6143949496799626,0.030862410987595325,0.009824045846082874,0.00942786363267214,0.008801984554562572,0.004125491219506351,0.0039021672290670004,0.0039412710419511185,0.004294585168423144,10264.0,24700.0,0.16
22,삼성카드,0.6810524599977035,0.15588862705965695,0.019109612714666515,0.00470699161607588,0.005389990039362508,0.0069958646466087935,0.008412394816334033,0.04426179128852247,0.8201941261606936,0.07442305771506118,0.01806565171589039,0.01757730659384098,0.015098734930602126,0.0069309905505399155,0.006330011316628447,0.0064467062216066965,0.007377790417608231,14080.0,3200.0,0.13
23,한국자산관리공사,1.0,1.0241600403145688e-306,9.991137630769142e-308,2.386781879411952e-308,2.760277291443892e-308,3.6371297519596494e-308,4.3844816160077464e-308,9.891378346402314e-308,0.729348678437143,0.041450874521321554,0.013009298308975046,0.01233025877116513,0.011542253245112252,0.005347347531981805,0.005040477611350919,0.005085589171554565,0.005593859508820833,8352.0,6387.3,0.14
24,비씨카드,0.11729158025700448,0.16929046293989836,0.14255038671719705,0.011504036754123745,0.017897565591232838,0.029045933762738146,0.02961158557372987,0.005705657015059217,0.1817781479661829,0.20480898004692907,0.061714992299484225,0.03132268307096937,0.03098822288723395,0.010045556911506041,0.008624275750362054,0.00850245315852753,0.012189078278862377,10852.0,3500.0,0.11
25,키움증권,0.40655353284022183,0.2463619107713102,0.015649834919673797,0.0038762594382060808,0.004465098199332665,0.006070434880120223,0.0072683534184869595,0.013949962016780195,0.12681068293141223,0.08584634711590237,0.11615448275046088,0.137397753872839,0.07519476515999421,0.0247281250423971,0.01707718630237562,0.01707941933876783,0.03953387890826085,13033.0,2600.0,0.17
26,서울보증보험,1.0656584641898523e-306,1.0,1.5662747719854402e-307,3.1323406052198716e-308,4.019626100285869e-308,5.891529639104226e-308,7.582504664763121e-308,5.388707569920157e-308,0.34950038470589706,0.10307293756894806,0.020350942984046383,0.016275160360120063,0.014626687059369186,0.005875953234398477,0.005239313173687772,0.005249644104178152,0.006581473439071421,6082.0,2600.0,0.23
27,삼성증권,1.879663250257285e-306,4.752366737182234e-307,7.19256412695595e-308,1.778163831395672e-308,2.030499955712639e-308,2.580966025423027e-308,3.1214135807081513e-308,1.0,1.0,6.167038567137509e-307,9.452604228780931e-308,9.415032323973237e-308,7.554035643337343e-308,3.4088997750538054e-308,3.0348003336226916e-308,3.1059173432840504e-308,3.69544864554105e-308,13159.0,6500.0,0.13
28,농업협동조합중앙회,0.5318235852131674,0.11787895664471189,0.016315945788339115,0.004037209961096871,0.004634182336267959,0.006059611279118341,0.007429167001828503,0.028422786318814387,0.623901406684356,0.06754439435527115,0.016909827351577134,0.01471882308277363,0.013520498253775316,0.0057964080512903455,0.00529552467140373,0.0053218592185565634,0.006293742143795053,6082.0,5700.0,0.17
