,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,average_salary,total_sale,turn_over_rate
18,교보생명보험,1.0,1.7277741321418555e-307,6.955094708391397e-308,2.1337698397978503e-308,1.782273730426881e-308,2.756608732840452e-308,2.7907029308797427e-307,2.017131704853365e-307,1.783411253309002e-307,1.0,1.4353500342197573e-307,2.168846064704405e-307,2.697934400913839e-307,10001.0,13000.0,0.08
19,롯데카드,0.7455002587981355,0.0361091873905373,0.015747877170695212,0.004991208441323419,0.004277077579595226,0.0062332418087040955,0.7625359097746365,0.046068888853511375,0.01887123378530097,0.008832019151955217,0.009636730205235023,0.008146551285754861,0.008373972428786004,8325.0,1500.0,0.16
20,한국투자증권,0.2167285900582157,0.24751960867340092,0.076012493763547,0.02009970897696696,0.01165891835031515,0.07374698463569365,0.4661206004890099,0.061237050822042685,0.020247355859907258,0.00899199418479868,0.010532760299658205,0.007821906713885211,0.008145763416307258,16010.0,9900.0,0.15
21,한국산업은행,1.0,1.419475827873667e-307,6.079115429319899e-308,1.895968523814126e-308,1.6167771397160753e-308,2.3859288681574094e-308,0.7210116276078731,0.045935070658337955,0.01965690952328504,0.009176222804379009,0.009833772907586335,0.008573245180293563,0.008737699012901662,10264.0,24700.0,0.16
22,삼성카드,0.6467725175360819,0.0333828730157498,0.013555686613439227,0.004154864832058729,0.0034434917456892633,0.005325427193875003,0.8986803658024929,0.045637243184499014,0.017078369817783386,0.007741106600509435,0.008704140314970202,0.006946391514019616,0.007172933703603268,14080.0,3200.0,0.13
23,한국자산관리공사,0.6273332538333077,0.05268268369559742,0.02067922948934628,0.006272197667244768,0.005116741993564527,0.00809049278499738,0.7096557232474467,0.03844302980762272,0.01630328709557481,0.007535922039531602,0.008096241898329325,0.007009805057202509,0.0071379299125187675,8352.0,6387.3,0.14
24,비씨카드,0.20162897861119464,0.2217913170101938,0.09242837732398013,0.020841118662083585,0.010885205956250161,0.03594542625159124,0.3682180156256586,0.1832098639888464,0.05258626885889217,0.017901975715482684,0.02134694081086637,0.01458884249841548,0.014727000396656907,10852.0,3500.0,0.11
25,키움증권,0.7628076435594262,0.04273013283138583,0.016448564144471146,0.00512784064132271,0.004261091309281521,0.0068652802307444675,0.18457076838203584,0.3356273750692576,0.10783440073563355,0.039229573221662796,0.07711033974662532,0.02453748415048036,0.026039872602854473,13033.0,2600.0,0.17
26,서울보증보험,0.7035873460948865,0.09867656188852872,0.0293688057477325,0.00863309537364349,0.006582120421771614,0.012292593965323244,0.6001200920851559,0.0831041507023578,0.027070625312465096,0.01098720144414863,0.012661401132547594,0.009472197796722447,0.009665922095223906,6082.0,2600.0,0.23
27,삼성증권,1.0,1.6308272738722294e-307,6.81490681046196e-308,2.0870852905422527e-308,1.7870702247575413e-308,2.623053754178259e-308,1.0,1.6320291346670013e-307,5.353733485463137e-308,2.373881559411819e-308,2.7667853371805717e-308,2.0670253670761365e-308,2.1521748644391775e-308,13159.0,6500.0,0.13
28,농업협동조합중앙회,0.7460447931539552,0.05405329553924669,0.021884043848378627,0.006736841378744386,0.005611462732729,0.008728697481993564,0.8742291094925201,0.06317871728758902,0.023357564297077395,0.01001964595962168,0.01122532193294638,0.008906842410528826,0.009082798619716748,6082.0,5700.0,0.17
29,삼성카드고객서비스,0.19952146084500824,0.14817280515250503,0.33772317848433775,0.08202799271692406,0.02354466139208421,0.048134380374972655,0.1104490655144401,0.21022892085649014,0.12256102281678893,0.02856774439179676,0.054853448890539794,0.016987354072835987,0.01742222636420903,5553.0,1079.8,0.2
30,미래에셋대우,0.6884497401907623,0.05186296711818153,0.020234833143262652,0.006400022077369452,0.005363935016987664,0.008576183912718765,0.7400069717617146,0.03816116394474105,0.014167092553813947,0.00632070687792718,0.007114765963582508,0.005651726503419308,0.005815145084678495,14057.0,12800.0,0.14
31,한국주택금융공사,0.20869719204525403,0.02976622347595691,0.010484908963085746,0.00310124487688028,0.002481680053290173,0.004116173570450186,1.0,1.1170048143639168e-307,4.359170646195549e-308,1.918889529601523e-308,2.121686501823716e-308,1.7321625591499407e-308,1.7647341944157225e-308,8845.0,3800.0,0.42
32,삼성생명서비스손해사정,0.18292387961577344,0.2376067777431277,0.06385974700478554,0.015471984886616209,0.008982717112037542,0.02305560093193002,0.7102745407809268,0.0974907873622593,0.03104505284736931,0.013103747624196636,0.015327055018995327,0.011293868386142405,0.01164301690206427,5887.0,2090.2,0.14
33,현대해상화재보험,1.0,6.504623691293367e-307,1.3497239914736594e-307,3.871752740036223e-308,2.8358702146997824e-308,6.054837429921843e-308,0.28152916794081295,0.2876311734353436,0.07314270105191825,0.021970005909218097,0.027973768348420233,0.01690878655093003,0.017120465295610423,11280.0,16700.0,0.1
34,케이비손해사정,1.0,1.0558323409898252e-307,4.898003673701469e-308,1.557970971521673e-308,1.364319532281306e-308,1.870811504056451e-308,0.5283827956063492,0.1600318237082438,0.04520722091622115,0.016957341044423643,0.0201710606763322,0.014106196114632001,0.014364805751869445,6082.0,1261.9,0.17
35,오케이저축은행,1.0,1.779244336898575e-307,7.075317261186097e-308,2.169469283232151e-308,1.8107483870548753e-308,2.827142440492537e-308,0.8659676263388079,0.06775484669829489,0.0249054685905946,0.010580165217549535,0.011861177686457499,0.009379572400355243,0.009551143067940302,5817.0,8892.8,0.38
36,대신증권,0.47505642860453395,0.08566984690773125,0.02474455122707984,0.007187202856187722,0.005303016734456133,0.010247944648702934,0.7701844672978079,0.047856622547720364,0.017491477711056448,0.007577174673879157,0.008556494030287545,0.006721592946959656,0.006879012272171611,12177.0,2300.0,0.14
37,신한카드,0.7933636847450051,0.042878585131444595,0.01632999326576076,0.0050504038893635,0.004173813291347867,0.006773906153962385,0.14165039174803792,0.13625952069348418,0.19007358142941133,0.11518031785474535,0.1327899481422501,0.04512270328156991,0.044401474007182626,12741.0,3700.0,0.08
38,라이나생명보험,0.190832886953521,0.2537075090360616,0.035624493230885394,0.010190585050813666,0.0069205126745578785,0.024703894729142115,0.6079640619011362,0.19482101826034695,0.050248281884943916,0.02078364077006917,0.025455173007043433,0.01732847248667134,0.018026201460193222,6032.0,2800.0,0.25
