,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,adv topic7,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,dadv topic7,average_salary,total_sale,turn_over_rate
1152,이오테크닉스,0.7951973263930951,0.09106495865926825,0.013576097218415342,0.004175632425630749,0.0034578650263623577,0.004999179204464121,0.005644171266278155,0.014268139433154659,0.7336382992401294,0.015001471193429702,0.01658921394532785,0.012675835092014769,0.0063394910604759646,0.00568897874587418,0.005284296399733002,0.005354605508857292,6867.0,3564.2,0.12
1153,태평양물산,1.0,1.5545035178659197e-306,1.2193904216599781e-307,3.4496791430017786e-308,2.4442938662669745e-308,4.560452940394233e-308,5.569063876331439e-308,9.51220731187973e-308,0.7272428395911574,0.013300457858691269,0.014672406080603929,0.0117943759992792,0.005989593315790639,0.005497547697906141,0.0051813245035653545,0.00525146260971176,5176.0,6113.3,0.34
1154,이엔에프테크놀로지,0.12780493134581905,0.15526950178149948,0.29596661675237146,0.0923840530107619,0.022770140418712323,0.036113873297160176,0.023580596905326205,0.006606203851983072,0.912955855953485,0.01867166035502312,0.020178849432455008,0.016797480543356298,0.008483880752489459,0.007874447090806994,0.0074756236034616,0.007562202268922399,5317.0,4584.0,0.2
1155,현대엘리베이터,0.6921185104128724,0.1064244523569801,0.014071655244604587,0.004279000506080737,0.003346644081410988,0.005203705575273167,0.005929250946032674,0.021779566438833997,0.9315561370828946,0.014831353637428787,0.015963407689574077,0.013240455358878245,0.006628677354843818,0.006122964174623793,0.005800989654884318,0.00585601504687199,8370.0,1500.0,0.06
1156,인터플렉스,0.6442231515155915,0.09567244273778612,0.011489335169734409,0.003473981575062297,0.0027904266408229268,0.004284602456379604,0.004942080413249411,0.020923938984919604,0.948309276518806,0.01131191348078417,0.012191857099638194,0.009967562924655332,0.004978720569131175,0.004571637579588309,0.004312378031200919,0.004356653796195952,5204.0,3103.5,0.49
1157,크라운제과,0.5178047577947633,0.05239089038663318,0.008932756125355979,0.002774021690129987,0.002451156137960596,0.0032215556538694426,0.0035610382967385212,0.0076211826001346,0.7241499647548002,0.014374928089970297,0.015414827556034367,0.012645054012628377,0.006263982237946333,0.005739730489949172,0.005414710406469446,0.00545717951018731,4631.0,3812.1,0.21
1158,아모텍,0.1245085629080712,0.1953580331038933,0.29427368262916836,0.032784377250524105,0.013121398143528458,0.04247315989443919,0.03326394436344458,0.006577564043109209,0.9174787292181877,0.017970646788546013,0.019260812315569927,0.015984750711045055,0.007969733897124857,0.007352166574646511,0.0069606555326227676,0.007022504962256881,4739.0,1732.9,0.21
1159,현대리바트,0.2759390981067759,0.45394425856923365,0.0331502579522373,0.00890240672821077,0.006021329137100796,0.012441255990516579,0.01670034594452609,0.015396794666662382,0.5884963612784083,0.009610443233549256,0.010430214800963806,0.008293625448713565,0.004123274258254006,0.0037429308324199656,0.003505850139469627,0.0035423664186913246,6014.0,1400.0,0.17
1160,현대위아,0.6523647004204516,0.15696476184257643,0.015811059156294553,0.004708588708041219,0.003610317878036361,0.005912029673546745,0.006852477645723468,0.036379298833891745,1.0,3.5914640149571585e-308,3.9722181689637233e-308,3.147699174477471e-308,1.5920225151657955e-308,1.451821391500622e-308,1.36300567605876e-308,1.380771405043489e-308,8606.0,6400.0,0.05
1161,락앤락,0.1558712235825579,0.3087538782523689,0.022878117656733494,0.006099258951441132,0.004089884289048102,0.008867586011749792,0.01192253983232408,0.008447119241344583,0.7584558346679645,0.06439656127501595,0.07421265281792129,0.04203068318578478,0.0188111736629063,0.015233835677775745,0.013443673937563941,0.013415584775067397,5688.0,2435.4,0.27
1162,넥센타이어,0.8786634532080126,0.07634055432110438,0.012031961737701552,0.0037153318173711062,0.0030278804597161087,0.004379837097433285,0.004888526204847557,0.011521702728183056,0.8527325316354216,0.01718747672111824,0.0185125642523951,0.014906300890828703,0.007347283304544601,0.006675973600945809,0.006268176820381609,0.0063141834686117155,7742.0,1400.0,0.04
1163,서울반도체,0.6571947630895772,0.06433557719273146,0.00913986490110155,0.002822373313163188,0.002289766144401669,0.003396358772048167,0.003796953273751065,0.009786319863838752,0.5230236992295891,0.11296498476977235,0.09865274911199398,0.05256613836571015,0.02261598457434659,0.01738800566285097,0.014848360956264737,0.01485151551863996,6119.0,1100.0,0.53
1164,한국전력기술,0.8464122700277102,0.08095094422733977,0.011780148740915694,0.003605866819732705,0.0028948445337500612,0.004301292790839156,0.004837400696181222,0.014445200446653993,0.9303503947579922,0.014956200350703247,0.01613292540991271,0.013455363230661307,0.006783828854659348,0.0062967382801383375,0.005979310368204305,0.006045238747728961,8899.0,4331.3,0.16
1165,에드워드코리아,0.15364199435637033,0.20085119515256394,0.25002560236652094,0.06474658450253638,0.020816249942285266,0.08512065362965576,0.03928736381810063,0.008010217690875536,0.7307437590234791,0.012546712276872804,0.013565909586775341,0.010929218499666523,0.0054132355311924275,0.004928360322258788,0.004631378349096544,0.00466937717018704,5826.0,6748.4,0.13
1166,디비하이텍,0.1891941930938686,0.4921475528155216,0.08179027554742814,0.018921861489096962,0.010705598633901213,0.04034962093928487,0.08663810233794857,0.010099159711138426,0.8980144266183937,0.02208227696119936,0.023654107694656576,0.01975151622694378,0.009886839764370554,0.0091563225027453,0.00868498187511793,0.008769528356572616,9556.0,8074.2,0.23
1167,에치와이,0.17412021958409016,0.42346048914016504,0.037303021469273945,0.00973741282707559,0.0064597081833936785,0.015020221832255008,0.01929366030794917,0.009347963799912944,0.9125103413281955,0.019125303752901064,0.020562045664945752,0.016920741907523008,0.00842809153425634,0.007747905325824252,0.0073202538155613395,0.007385316670792587,5704.0,1100.0,0.16
