,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,adv topic5,adv topic6,adv topic7,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,dadv topic5,dadv topic6,average_salary,total_sale,turn_over_rate
16,웰컴저축은행,3.3552037930342265e-308,1.0,4.1647567445993066e-307,1.3515670935960307e-307,1.1130260585748029e-307,1.0800430526040953e-308,3.6557623554689276e-308,5.305236593073224e-308,0.9525761588208472,0.02155852466530403,0.009174155752556852,0.003967996472242574,0.004197773592342292,0.004552772049666983,0.003972618647040129,5645.0,3957.1,0.26
17,메리츠화재해상보험,1.0,1.6890763003635429e-307,8.955835830240679e-308,5.937557794918383e-308,4.859623849389823e-308,2.384667822846345e-308,4.160324995348941e-308,2.049588221241627e-308,0.8795071893214679,0.025303544295485758,0.010550410712731745,0.004557519620086698,0.0048445588021320965,0.0052955840376723694,0.004576127913756308,8562.0,10100.0,0.25
18,교보생명보험,6.805316412166871e-308,4.540542640824366e-307,1.0,1.94215895280462e-307,2.5275315929694114e-307,1.208469040747473e-308,5.603794067217913e-308,1.0717220992705231e-307,6.514475912416892e-307,2.7863022533373885e-307,2.4590487973552668e-307,3.222281648121774e-307,1.0,1.8499916819152616e-307,3.1316682925033924e-307,10001.0,13000.0,0.08
19,롯데카드,0.010781446868981,0.413047439431578,0.1429685999070748,0.04188063964131179,0.033014609265768165,0.0038199292922134207,0.01259846610697017,0.01638626298529621,0.8456469308645712,0.03495188743958944,0.014321417426884676,0.0061639431715320965,0.00657944823215141,0.00724236892476341,0.006198285970122426,8325.0,1500.0,0.16
20,한국투자증권,0.3496157914495151,0.2493853408583465,0.12459929558350535,0.07707314940005089,0.06657280250053074,0.05436072214257773,0.04988110624240954,0.02851179182306399,0.6071791280316299,0.049389888288393496,0.016126240676087807,0.006221472346908742,0.006944796205095511,0.008256903509136515,0.006243877102813068,16010.0,9900.0,0.15
21,한국산업은행,3.4409683490120146e-308,6.539993817018387e-307,1.0,1.1375470872432505e-307,9.782953372174766e-308,1.110542730941705e-308,4.3305590286740243e-308,7.121365672485266e-308,0.8094279914172562,0.03580502915491623,0.015358972321845136,0.0067000849412523645,0.007069437739391349,0.007638829226613597,0.0067090716088992,10264.0,24700.0,0.16
22,삼성카드,0.02467337774824055,0.15423713951755777,0.3157130778247239,0.059672383719487694,0.1087686729050287,0.0041435982873343465,0.01788030885741271,0.03999753856887142,0.9209116187289537,0.03899590089867652,0.014520772933970935,0.005894078539934201,0.006428694524020849,0.007328655664926865,0.005920278709516937,14080.0,3200.0,0.13
23,한국자산관리공사,0.13819558044450583,0.17760465383816873,0.13100421695935227,0.08579500734144913,0.1614342932288224,0.007591148361224215,0.029261313206669193,0.03256798512442761,0.7989385822087074,0.031796368569632215,0.013484848200939963,0.0057861829506477705,0.0061284383921715755,0.006656516870793891,0.005786263259732454,8352.0,6387.3,0.14
24,비씨카드,0.39722513793861663,0.2329800956953178,0.11490280871892705,0.06937368171068724,0.06354219031976384,0.05149480323404618,0.04351847502754308,0.02696280735509829,0.5080223557226307,0.14341114594952775,0.03882795228254188,0.010642868663929658,0.012408157620937487,0.015619064253199474,0.010340701439371141,10852.0,3500.0,0.11
25,키움증권,0.030306972945166218,0.17217196021506495,0.13942778885813184,0.4527612847099035,0.07660323718976471,0.006121239501789343,0.03493433720812582,0.022555376559571776,0.26828954479877687,0.2887591892303544,0.10470512031201205,0.022103458044136173,0.03142078334576938,0.06892756922955973,0.0211062853792381,13033.0,2600.0,0.17
26,서울보증보험,1.0,2.268680148860399e-307,1.3549624203127028e-307,9.67910086665777e-308,9.058594275553418e-308,1.7536370627321595e-308,6.061557286553878e-308,3.26436782305383e-308,0.7137712689199002,0.05975182251493167,0.019464572197817408,0.006876006848011655,0.007683266279221966,0.00911022025500899,0.006786461630209345,6082.0,2600.0,0.23
27,삼성증권,4.9248767871264e-308,4.304884523823207e-307,3.60916216491518e-307,1.018654945855444e-307,1.5164039963855283e-307,1.107187531482486e-308,4.339705673785702e-308,1.0,1.0,2.239465525288231e-307,7.250907862861797e-308,2.795959524828964e-308,3.1236557024633897e-308,3.7094997764176115e-308,2.814649249430074e-308,13159.0,6500.0,0.13
28,농업협동조합중앙회,0.02002288771472727,0.20812449383261986,0.23759793533290535,0.06956071940666878,0.050920362965651916,0.005352961473720262,0.029677914276311432,0.03633217703429136,0.821980862993236,0.040719962427508034,0.015123894529312948,0.005792031360689927,0.006330557620350206,0.007228639239868134,0.005746521068621284,6082.0,5700.0,0.17
