,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,average_salary,total_sale,turn_over_rate
1989,이든앤앨리스마케팅,0.10840846133022507,0.08972459957523961,0.013106386668185243,0.006390206201737051,0.0021298454987288677,0.8591179334831391,0.025351860767101955,0.0071173826257102816,0.00659823068451718,0.006642638557415045,3856.0,323.0,0.44
1990,씨엠비대전방송,0.7089325594987211,0.04846238923929738,0.015851474157965853,0.007758562500807492,0.00297783379688211,0.7845938717588066,0.018333478058741588,0.0053613823775036824,0.005040755871189633,0.005085102423540627,3377.0,4977.0,0.07
1991,에스에이엠지엔터테인먼트,0.6595065497628857,0.057500277977116473,0.019332211554783606,0.009498165148665055,0.0036741460834981126,0.9023884616019038,0.019702760734577256,0.005339428554899642,0.0048823635766380696,0.004919534416288367,4176.0,383.7,0.21
1992,시너지힐앤놀튼,0.12540233836994938,0.1866470855897185,0.4631452271709054,0.043641970302438084,0.010229094053403782,0.34091492407184637,0.459993183477167,0.02207702876083464,0.016564285577752125,0.017018461033717118,4555.0,213.6,0.31
1993,투바앤,9.765581248896012e-307,1.0,1.7908311047478592e-307,7.855907831803261e-308,2.3350761140422385e-308,0.8490142431520559,0.015687284122680084,0.00458566075149149,0.004306859505539445,0.004356382004209599,4377.0,150.6,1.07
1994,금솔커뮤니케이션,0.6144554087282901,0.13161211400272826,0.03110403069979051,0.014897422112696526,0.005105123141332898,0.5472072674886282,0.04679271243275125,0.010272371933636235,0.008757318834011233,0.008699531462365274,3659.0,59.9,0.8300000000000001
1995,상록에스,0.11911118963041009,0.23321355023683377,0.12931267667150123,0.06433292405088818,0.01085425996820116,0.6486386183364252,0.05208389174386703,0.011687329050801956,0.010048547509139872,0.010250946271289776,2625.0,88.3,0.24
1996,에델만코리아,0.12338496494483367,0.18875563731771755,0.2608519192639983,0.03599212768984676,0.008897164921000933,0.26337794767044204,0.19835726737774875,0.1492930601296723,0.06789474063320393,0.06003134821080721,4765.0,238.4,0.72
1997,서울비젼,0.030971061416294087,0.02472670977721471,0.022074544644767033,0.0171714720757381,0.905056212085986,0.07640536078509051,0.03316523205541018,0.033220938186125176,0.780470908252739,0.04518242906333871,3496.0,1252.0,0.34
1998,한국경제신문,0.8435640990470565,0.06732263642712114,0.021578578744209535,0.01064854923581891,0.004048307495667024,1.0,5.702387303576e-308,1.681848846807904e-308,1.5867829242194234e-308,1.6026003371255087e-308,6032.0,2306.4,0.12
1999,서울문화사,0.8774071950381757,0.07676520787027705,0.02720571348458246,0.0132682208938384,0.00535366271312629,0.8541962447139609,0.031967647563294614,0.008703317608136715,0.00796117654506397,0.008070813780234958,5025.0,298.7,0.51
2000,아인스미디어,0.7796510232368077,0.10032853451121343,0.029118182827466983,0.014209919830644421,0.005185336721300839,0.9651425318864635,0.018962345044657974,0.005509397400100896,0.005163415983616351,0.005222309685161357,4157.0,198.1,0.39
2001,매일방송,0.06295727290892598,0.061327798813273014,0.10540873867236086,0.6643191660687052,0.01973004923471445,0.7533092656102763,0.023390322291417475,0.006089005932532663,0.005474803824675032,0.005558706371042297,5159.0,2425.5,0.14
2002,레페리,0.7127254100919949,0.09742521575602879,0.027802351233668865,0.013768733281949008,0.004924354348028028,1.0,2.7921788314580974e-307,5.854479023551415e-308,4.910936568934686e-308,4.791899506098372e-308,4195.0,162.8,0.49
2003,동아사이언스,1.0,3.147258983575478e-307,9.05407771172293e-308,4.4415370690372394e-308,1.5954249675846887e-308,0.8937233713992613,0.013729926904106595,0.003915138112917849,0.0036501539083306097,0.0036766541464381677,4557.0,161.7,0.47
2004,이노브,0.7779541470893467,0.15415784307334324,0.04101035638476809,0.019949829263469797,0.006927824189072217,0.5894084306379487,0.2479906415310004,0.02752595661739683,0.02153763787350743,0.021976336792484584,4021.0,107.7,0.5700000000000001
2005,승일미디어그룹,0.825306984396453,0.1031676704086444,0.02776891756113862,0.013132031664214904,0.004667345650874724,0.8244893124879835,0.05628450777982455,0.012756394254248076,0.011019211702221424,0.010953999033390959,3223.0,105.6,1.34
